"testID","Instance_number","idNode","x","y","z","h","Cluster"
12,1866,6,14,8,7,51,0
12,1867,21,9,7,1,20,1
12,1868,18,14,11,4,51,0
12,1869,12,15,9,7,51,0
12,1870,13,6,8,30,31,5
12,1871,1,6,10,29,31,5
12,1872,11,7,5,3,20,1
12,1873,13,5,10,14,20,4
12,1874,12,11,5,19,20,3
12,1875,14,6,6,3,20,1
12,1876,3,6,3,15,33,2
12,1877,15,14,14,30,37,7
12,1878,11,8,4,18,20,3
12,1879,19,5,5,2,20,1
12,1880,20,15,9,7,51,0
12,1881,21,11,11,27,10,6
12,1882,14,12,12,29,37,7
12,1883,1,15,14,29,37,7
12,1884,16,15,10,4,51,0
12,1885,8,3,7,18,37,5
12,1886,12,2,15,9,10,4
12,1887,8,7,9,30,31,5
12,1888,18,4,10,14,20,4
12,1889,5,15,2,20,37,2
12,1890,4,1,8,22,37,5
12,1891,6,5,7,26,10,6
12,1892,18,15,2,20,37,2
12,1893,0,4,2,3,0,1
12,1894,14,9,6,19,20,3
12,1895,5,15,14,29,37,7
12,1896,5,2,5,16,37,5
12,1897,5,0,14,29,31,5
12,1898,9,6,8,3,33,4
12,1899,3,3,15,11,10,4
12,1900,0,12,1,3,41,0
12,1901,9,2,13,10,10,4
12,1902,19,7,5,3,20,1
12,1903,4,14,0,21,37,2
12,1904,3,8,0,27,10,6
12,1905,8,7,4,2,20,1
12,1906,21,6,7,12,41,4
12,1907,12,5,5,2,20,1
12,1908,11,6,6,3,20,1
12,1909,12,4,8,3,33,4
12,1910,21,15,10,4,51,0
12,1911,13,3,6,16,37,5
12,1912,13,11,6,28,20,3
12,1913,17,5,4,2,20,1
12,1914,20,7,4,2,20,1
12,1915,20,5,4,2,20,1
12,1916,11,1,1,21,10,6
12,1917,20,5,8,15,20,4
12,1918,5,7,4,26,10,6
12,1919,22,12,9,22,10,6
12,1920,16,9,9,26,10,6
12,1921,5,12,6,29,20,3
12,1922,20,15,15,28,37,7
12,1923,0,14,8,23,10,6
12,1924,17,14,14,31,37,7
12,1925,18,10,11,27,10,6
12,1926,7,15,8,8,20,3
12,1927,12,10,6,10,41,2
12,1928,5,13,0,21,37,2
12,1929,7,1,14,30,31,5
12,1930,1,14,15,29,37,7
12,1931,13,2,12,5,43,4
12,1932,2,3,9,21,37,5
12,1933,10,8,6,3,20,1
12,1934,19,7,1,2,0,1
12,1935,11,11,1,13,41,2
12,1936,15,4,7,4,20,4
12,1937,8,1,9,22,37,5
12,1938,0,8,5,16,20,3
12,1939,20,7,4,14,41,2
12,1940,3,0,14,29,31,5
12,1941,6,8,2,31,10,6
12,1942,4,14,13,29,37,7
12,1943,14,4,6,27,10,6
12,1944,21,10,7,31,20,3
12,1945,5,15,14,28,37,7
12,1946,9,11,7,29,20,3
12,1947,22,9,2,29,10,6
12,1948,9,5,10,13,20,4
12,1949,6,11,6,18,20,3
12,1950,22,14,8,4,51,0
12,1951,21,4,10,21,37,5
12,1952,19,12,8,20,10,3
12,1953,4,13,9,22,10,6
12,1954,9,12,6,29,20,3
12,1955,9,7,9,2,33,4
12,1956,16,4,8,15,20,4
12,1957,7,14,13,29,37,7
12,1958,17,13,8,11,20,3
12,1959,7,13,8,9,20,3
12,1960,19,3,13,8,10,4
12,1961,15,3,9,21,37,5
12,1962,15,15,15,28,37,7
12,1963,8,3,13,28,31,5
12,1964,8,8,6,0,20,1
12,1965,22,8,4,13,41,2
12,1966,8,5,11,14,20,4
12,1967,22,12,1,3,41,0
12,1968,7,2,7,19,37,5
12,1969,6,6,2,3,0,1
12,1970,14,11,5,19,20,3
12,1971,14,7,5,26,10,6
12,1972,8,12,0,0,41,0
12,1973,4,8,4,19,20,3
12,1974,17,1,9,22,37,5
12,1975,4,11,11,27,10,6
12,1976,4,6,6,27,10,6
12,1977,15,15,11,4,51,0
12,1978,6,14,8,4,51,0
12,1979,3,4,9,14,20,4
12,1980,22,6,1,2,0,1
12,1981,17,13,1,21,37,2
12,1982,8,6,7,27,10,6
12,1983,2,1,15,28,31,5
12,1984,19,7,2,2,0,1
12,1985,4,5,9,3,33,4
12,1986,11,14,12,29,37,7
12,1987,5,2,5,16,37,5
12,1988,21,6,10,30,31,5
12,1989,20,7,8,2,33,1
12,1990,18,14,15,29,37,7
12,1991,19,8,6,0,20,1
12,1992,16,14,14,31,37,7
12,1993,1,14,2,15,41,2
12,1994,9,2,8,21,37,5
12,1995,19,11,6,29,20,3
12,1996,12,14,0,20,37,2
12,1997,10,0,3,24,10,6
12,1998,20,11,6,28,20,3
12,1999,11,0,10,4,43,4
12,2000,0,1,8,22,37,5
12,2001,9,14,2,15,41,2
12,2002,17,1,9,23,37,5
12,2003,0,12,12,29,37,7
12,2004,21,6,1,2,0,1
12,2005,22,0,1,22,10,6
12,2006,6,15,9,7,51,0
12,2007,7,13,8,12,20,3
12,2008,16,13,9,22,10,6
12,2009,2,7,5,26,10,6
12,2010,13,5,5,2,20,1
12,2011,15,6,2,3,0,1
12,2012,15,7,1,2,0,1
12,2013,3,14,11,4,51,0
12,2014,8,5,9,19,37,5
12,2015,17,8,5,16,20,3
12,2016,12,4,8,1,33,4
12,2017,20,12,0,20,37,2
12,2018,1,4,3,2,0,1
12,2019,19,7,4,14,41,2
12,2020,22,11,5,19,20,3
12,2021,11,2,6,17,37,5
12,2022,19,14,13,29,37,7
12,2023,3,15,10,4,51,0
12,2024,9,8,2,31,10,6
12,2025,4,15,10,9,20,3
12,2026,12,0,14,29,31,5
12,2027,19,6,10,29,31,5
12,2028,11,14,15,29,37,7
12,2029,1,9,1,31,10,6
12,2030,21,11,15,5,51,0
12,2031,12,14,12,29,37,7
12,2032,22,13,0,0,41,0
12,2033,20,4,10,12,20,4
12,2034,14,5,10,1,33,4
12,2035,10,2,11,4,43,4
12,2036,11,0,15,28,31,5
12,2037,3,7,7,13,41,4
12,2038,5,10,4,19,20,3
12,2039,13,7,5,26,10,6
12,2040,13,10,6,30,20,3
12,2041,3,1,1,24,10,6
12,2042,10,7,2,2,0,1
12,2043,10,6,7,27,10,6
12,2044,2,7,3,3,0,1
12,2045,4,4,6,10,41,4
12,2046,22,8,4,19,20,3
12,2047,1,2,11,4,43,4
12,2048,5,11,11,27,10,6
12,2049,21,1,9,21,37,5
12,2050,2,1,6,19,37,5
12,2051,4,7,10,30,31,5
12,2052,11,0,1,22,10,6
12,2053,15,12,9,8,20,3
12,2054,20,4,8,15,20,4
12,2055,18,14,8,4,51,0
12,2056,2,14,2,13,41,2
12,2057,12,3,14,9,10,4
12,2058,10,15,0,0,41,0
12,2059,3,2,7,17,37,5
12,2060,0,15,2,12,41,2
12,2061,8,1,9,22,37,5
12,2062,22,12,8,20,10,3
12,2063,10,7,10,28,31,5
12,2064,7,14,6,30,20,3
12,2065,17,8,4,18,20,3
12,2066,18,9,4,18,20,3
12,2067,17,15,11,5,51,0
12,2068,15,7,5,3,20,1
12,2069,21,6,8,1,33,1
12,2070,22,15,1,1,41,0
12,2071,9,4,4,0,20,1
12,2072,7,14,8,7,51,0
12,2073,4,0,8,22,37,5
12,2074,5,15,11,5,51,0
12,2075,8,1,8,22,37,5
12,2076,10,10,7,31,20,3
12,2077,0,0,8,23,37,5
12,2078,22,7,9,30,31,5
12,2079,3,7,11,31,31,5
12,2080,7,3,8,20,37,5
12,2081,17,14,15,28,37,7
12,2082,0,13,2,20,37,2
12,2083,12,13,1,20,37,2
12,2084,8,3,13,5,43,4
12,2085,9,2,13,4,43,4
12,2086,6,8,6,18,20,3
12,2087,3,14,2,13,41,2
12,2088,20,2,12,5,43,4
12,2089,9,10,6,10,41,2
12,2090,4,3,9,21,37,5
12,2091,3,0,1,25,10,6
12,2092,13,4,8,15,20,4
12,2093,15,1,1,21,10,6
12,2094,7,5,8,14,20,4
12,2095,17,13,1,0,41,0
12,2096,1,2,6,16,37,5
12,2097,1,14,13,30,37,7
12,2098,12,6,5,27,10,6
12,2099,3,4,10,14,20,4
12,2100,19,1,15,27,31,5
12,2101,12,6,10,30,31,5
12,2102,7,14,8,9,20,3
12,2103,20,14,8,7,51,0
12,2104,3,5,10,14,20,4
12,2105,6,10,4,10,41,2
12,2106,3,14,8,9,20,3
12,2107,3,6,10,30,31,5
12,2108,20,0,8,23,37,5
12,2109,12,2,13,4,43,4
12,2110,3,4,8,15,20,4
12,2111,15,4,8,15,20,4
12,2112,4,12,1,2,41,0
12,2113,16,10,11,27,10,6
12,2114,3,6,7,27,10,6
12,2115,5,6,2,3,0,1
12,2116,15,15,9,7,51,0
12,2117,7,2,12,5,43,4
12,2118,17,13,9,19,10,3
12,2119,5,14,13,29,37,7
12,2120,9,2,7,19,37,5
12,2121,21,5,4,2,20,1
12,2122,21,13,8,20,10,3
12,2123,4,7,7,19,37,5
12,2124,1,1,1,21,10,6
12,2125,10,15,9,6,51,0
12,2126,7,12,2,20,37,2
12,2127,2,15,0,0,41,0
12,2128,18,8,6,0,20,1
12,2129,0,13,0,21,37,2
12,2130,5,3,7,18,37,5
12,2131,19,4,9,14,20,4
12,2132,6,14,3,13,41,2
12,2133,18,6,7,24,10,6
12,2134,0,5,4,2,20,1
12,2135,19,5,11,15,20,4
12,2136,11,2,7,19,37,5
12,2137,12,3,9,21,37,5
12,2138,2,5,11,15,20,4
12,2139,12,4,7,26,10,6
12,2140,2,15,0,0,41,0
12,2141,2,3,13,5,43,4
12,2142,13,1,9,22,37,5
12,2143,8,1,15,28,31,5
12,2144,18,15,9,6,51,0
12,2145,7,14,12,29,37,7
12,2146,22,11,11,27,10,6
12,2147,3,3,11,5,43,4
12,2148,0,3,15,31,31,5
12,2149,5,1,15,28,31,5
12,2150,14,11,7,30,20,3
12,2151,18,8,12,5,51,4
12,2152,11,2,15,9,10,4
12,2153,19,1,8,22,37,5
12,2154,13,10,6,11,41,2
12,2155,0,13,8,11,20,3
12,2156,10,5,10,14,20,4
12,2157,8,3,9,21,37,5
12,2158,18,10,6,11,41,2
12,2159,13,15,11,5,51,0
12,2160,4,14,10,4,51,0
12,2161,12,11,2,28,10,6
12,2162,21,10,5,5,20,3
12,2163,7,7,6,2,20,1
12,2164,8,5,10,13,20,4
12,2165,14,7,3,3,0,1
12,2166,22,0,1,22,10,6
12,2167,20,0,1,23,10,6
12,2168,15,0,14,29,31,5
12,2169,1,5,4,3,20,1
12,2170,4,2,5,16,37,5
12,2171,21,7,2,2,0,1
12,2172,0,14,1,13,41,2
12,2173,4,6,8,30,31,5
12,2174,5,4,3,2,0,1
12,2175,11,2,7,17,37,5
12,2176,17,6,6,3,20,1
12,2177,11,5,8,14,20,4
12,2178,16,0,8,22,37,5
12,2179,12,4,9,14,20,4
12,2180,14,5,4,2,20,1
12,2181,0,15,9,7,51,0
12,2182,1,13,8,20,10,3
12,2183,3,12,0,21,37,2
12,2184,14,3,9,21,37,5
12,2185,3,15,15,28,37,7
12,2186,20,11,6,29,20,3
12,2187,10,7,3,3,0,1
12,2188,16,2,8,20,37,5
12,2189,18,13,0,21,37,2
12,2190,6,7,6,2,20,1
12,2191,1,6,6,27,10,6
12,2192,15,12,8,20,10,3
12,2193,0,12,0,20,37,2
12,2194,17,6,0,2,0,1
12,2195,3,15,2,20,37,2
12,2196,8,2,7,19,37,5
12,2197,21,15,15,28,37,7
12,2198,18,14,14,31,37,7
12,2199,9,1,3,23,10,6
12,2200,17,11,7,29,20,3
12,2201,0,5,10,13,20,4
12,2202,10,8,4,19,20,3
12,2203,10,15,13,31,37,7
12,2204,20,7,6,2,20,1
12,2205,11,11,6,29,20,3
12,2206,18,4,10,21,37,5
12,2207,12,4,6,12,41,4
12,2208,17,5,5,2,20,1
12,2209,11,10,6,23,20,3
12,2210,21,4,2,3,0,1
12,2211,9,8,4,18,20,3
12,2212,9,15,11,5,51,0
12,2213,3,3,11,5,43,4
12,2214,2,5,7,26,10,6
12,2215,16,15,0,21,37,2
12,2216,16,4,10,14,20,4
12,2217,13,13,1,21,37,2
12,2218,20,0,10,25,31,5
12,2219,1,4,6,10,41,4
12,2220,12,7,9,13,20,4
12,2221,8,1,1,24,10,6
12,2222,12,1,8,21,37,5
12,2223,1,15,13,31,37,7
12,2224,0,4,8,15,20,4
12,2225,3,8,6,0,20,1
12,2226,13,6,5,27,10,6
12,2227,16,11,6,29,20,3
12,2228,16,15,2,20,37,2
12,2229,13,1,8,23,37,5
12,2230,8,7,10,28,31,5
12,2231,18,5,4,2,20,1
12,2232,2,7,1,2,0,1
12,2233,9,7,6,2,20,1
12,2234,6,3,8,20,37,5
12,2235,10,11,11,27,10,6
12,2236,20,13,8,12,20,3
12,2237,12,6,1,2,0,1
12,2238,11,3,8,20,37,5
12,2239,22,14,14,31,37,7
12,2240,4,5,7,27,10,6
12,2241,18,1,15,27,31,5
12,2242,21,4,9,14,20,4
12,2243,4,12,12,29,37,7
12,2244,8,11,5,19,20,3
12,2245,7,8,2,28,10,6
12,2246,22,15,8,7,51,0
12,2247,11,11,7,29,20,3
12,2248,14,14,6,30,20,3
12,2249,6,13,8,12,20,3
12,2250,20,6,3,15,33,2
12,2251,5,11,5,19,20,3
12,2252,12,14,10,4,51,0
12,2253,20,0,8,22,37,5
12,2254,5,6,10,30,31,5
12,2255,16,13,8,12,20,3
12,2256,16,0,10,23,37,5
12,2257,0,13,0,21,37,2
12,2258,11,5,10,13,20,4
12,2259,16,2,7,19,37,5
12,2260,3,11,7,29,20,3
12,2261,8,14,8,7,51,0
12,2262,12,12,0,0,41,0
12,2263,8,15,8,8,20,3
12,2264,3,8,2,31,10,6
12,2265,11,14,10,4,51,0
12,2266,4,1,9,21,37,5
12,2267,12,2,11,4,43,4
12,2268,17,6,7,27,10,6
12,2269,16,10,6,11,41,2
12,2270,19,6,7,24,10,6
12,2271,6,0,3,23,10,6
12,2272,11,10,6,10,41,2
12,2273,15,1,8,22,37,5
12,2274,11,7,10,28,31,5
12,2275,19,3,8,20,37,5
12,2276,22,5,11,14,20,4
12,2277,19,1,1,21,10,6
12,2278,2,14,10,4,51,0
12,2279,18,10,8,27,10,6
12,2280,4,2,10,4,43,4
12,2281,8,2,14,8,10,4
12,2282,22,10,4,19,20,3
12,2283,1,7,10,28,31,5
12,2284,11,9,3,28,10,6
12,2285,18,3,13,9,10,4
12,2286,5,0,1,22,10,6
12,2287,1,4,10,14,20,4
12,2288,16,1,8,21,37,5
12,2289,13,13,0,0,41,0
12,2290,15,1,15,28,31,5
12,2291,21,15,14,28,37,7
12,2292,9,12,0,21,37,2
12,2293,15,2,5,16,37,5
12,2294,3,12,2,23,37,2
12,2295,11,4,11,14,20,4
12,2296,7,4,4,0,20,1
12,2297,22,2,7,19,37,5
12,2298,20,8,4,13,41,2
12,2299,12,6,11,29,31,5
12,2300,0,1,8,23,37,5
12,2301,2,15,2,20,37,2
12,2302,19,15,9,7,51,0
12,2303,4,8,5,19,20,3
12,2304,19,13,8,20,10,3
12,2305,1,5,8,14,20,4
12,2306,1,5,4,2,20,1
12,2307,7,4,10,12,20,4
12,2308,11,15,11,4,51,0
12,2309,3,14,10,4,51,0
12,2310,14,6,2,3,0,1
12,2311,11,12,0,0,41,0
12,2312,2,3,13,9,10,4
12,2313,1,10,10,27,10,6
12,2314,2,14,15,29,37,7
12,2315,11,7,10,31,31,5
12,2316,4,6,3,15,33,2
12,2317,20,8,6,3,20,1
12,2318,4,13,8,11,20,3
12,2319,11,14,14,30,37,7
12,2320,1,0,15,29,31,5
12,2321,13,1,1,24,10,6
12,2322,9,0,10,4,43,4
12,2323,2,3,11,5,43,4
12,2324,9,4,3,2,0,1
12,2325,19,8,4,13,41,2
12,2326,20,13,8,20,10,3
12,2327,5,14,6,30,20,3
12,2328,2,2,7,18,37,5
12,2329,5,11,7,29,20,3
12,2330,15,13,8,8,20,3
12,2331,8,11,7,30,20,3
12,2332,6,11,1,13,41,2
12,2333,5,15,13,31,37,7
12,2334,0,6,8,3,33,4
12,2335,5,10,7,31,20,3
12,2336,22,15,8,4,51,0
12,2337,8,15,10,4,51,0
12,2338,8,8,2,31,10,6
12,2339,16,3,14,11,10,4
12,2340,18,8,6,0,20,1
12,2341,22,9,1,31,10,6
12,2342,2,6,7,27,10,6
12,2343,4,9,11,25,10,6
12,2344,13,2,13,4,43,4
12,2345,19,2,7,18,37,5
12,2346,2,14,13,29,37,7
12,2347,11,7,5,26,10,6
12,2348,16,1,9,23,37,5
12,2349,6,5,5,2,20,1
12,2350,20,4,7,4,20,4
12,2351,22,0,14,29,31,5
12,2352,14,15,9,7,51,0
12,2353,15,11,7,29,20,3
12,2354,18,6,5,3,20,1
12,2355,16,8,5,0,20,1
12,2356,8,12,1,2,41,0
12,2357,11,14,9,4,51,0
12,2358,8,5,11,15,20,4
12,2359,14,14,8,9,20,3
12,2360,17,4,2,3,0,1
12,2361,15,13,0,21,37,2
12,2362,0,2,7,19,37,5
12,2363,19,3,9,21,37,5
12,2364,5,14,14,31,37,7
12,2365,5,15,9,7,51,0
12,2366,11,8,2,31,10,6
12,2367,15,5,6,10,41,4
12,2368,21,12,0,0,41,0
12,2369,13,11,5,19,20,3
12,2370,20,3,13,5,43,4
12,2371,9,7,5,3,20,1
12,2372,4,11,11,27,10,6
12,2373,21,13,2,0,41,0
12,2374,5,2,11,4,43,4
12,2375,6,8,4,19,20,3
12,2376,7,7,5,26,10,6
12,2377,9,6,2,3,0,1
12,2378,12,8,4,13,41,2
12,2379,6,2,5,16,37,5
12,2380,12,13,8,23,10,6
12,2381,20,14,0,21,37,2
12,2382,13,0,1,22,10,6
12,2383,20,13,9,19,10,3
12,2384,20,4,11,12,20,4
12,2385,21,4,2,15,33,2
12,2386,15,10,8,27,10,6
12,2387,11,11,6,28,20,3
12,2388,2,1,8,23,37,5
12,2389,21,6,2,3,0,1
12,2390,13,12,1,2,41,0
12,2391,17,0,14,29,31,5
12,2392,2,6,7,12,41,4
12,2393,2,3,11,5,43,4
12,2394,4,6,7,24,10,6
12,2395,13,4,3,2,0,1
12,2396,17,13,1,20,37,2
12,2397,7,4,3,2,0,1
12,2398,11,3,11,5,43,4
12,2399,1,13,2,0,41,0
12,2400,20,13,0,21,37,2
12,2401,0,1,8,21,37,5
12,2402,11,6,10,29,31,5
12,2403,14,11,4,18,20,3
12,2404,12,10,8,27,10,6
12,2405,17,14,9,4,51,0
12,2406,1,1,3,23,10,6
12,2407,4,8,4,18,20,3
12,2408,9,1,8,22,37,5
12,2409,18,4,10,12,20,4
12,2410,10,14,8,4,51,0
12,2411,6,2,11,4,43,4
12,2412,17,3,9,21,37,5
12,2413,2,12,9,10,20,3
12,2414,16,12,0,0,41,0
12,2415,5,0,15,29,31,5
12,2416,16,13,8,20,10,3
12,2417,1,14,0,21,37,2
12,2418,21,8,5,18,20,3
12,2419,20,15,2,12,41,2
12,2420,14,14,0,21,37,2
12,2421,9,11,7,29,20,3
12,2422,1,6,8,2,33,1
12,2423,16,0,1,22,10,6
12,2424,21,1,15,28,31,5
12,2425,11,11,7,29,20,3
12,2426,20,13,8,11,20,3
12,2427,20,6,2,3,0,1
12,2428,18,11,5,19,20,3
12,2429,10,0,15,28,31,5
12,2430,14,6,1,15,33,2
12,2431,18,13,6,28,20,3
12,2432,5,0,3,24,10,6
12,2433,17,7,4,14,41,2
12,2434,14,15,10,4,51,0
12,2435,11,15,2,20,37,2
12,2436,3,8,5,18,20,3
12,2437,17,4,9,14,20,4
12,2438,4,0,8,23,37,5
12,2439,15,4,9,14,20,4
12,2440,20,7,3,3,0,1
12,2441,22,8,6,5,20,1
12,2442,14,6,5,3,20,1
12,2443,13,9,11,25,10,6
12,2444,3,13,8,8,20,3
12,2445,17,11,4,18,20,3
12,2446,19,0,1,22,10,6
12,2447,1,8,2,28,10,6
12,2448,2,10,10,27,10,6
12,2449,22,14,8,17,10,3
12,2450,14,3,12,4,43,4
12,2451,0,1,15,28,31,5
12,2452,17,15,14,28,37,7
12,2453,21,13,2,20,37,2
12,2454,7,2,5,16,37,5
12,2455,1,1,8,22,37,5
12,2456,16,14,3,13,41,2
12,2457,10,8,4,18,20,3
12,2458,7,0,9,21,37,5
12,2459,16,1,15,28,31,5
12,2460,15,14,12,29,37,7
12,2461,18,6,1,15,33,2
12,2462,0,8,6,0,20,1
12,2463,4,8,4,13,41,2
12,2464,15,7,8,2,33,1
12,2465,12,1,11,11,10,4
12,2466,15,15,0,21,37,2
12,2467,22,10,2,28,10,6
12,2468,21,3,7,18,37,5
12,2469,11,14,15,29,37,7
12,2470,17,4,2,15,33,2
12,2471,8,8,2,28,10,6
12,2472,2,11,6,28,20,3
12,2473,6,7,5,26,10,6
12,2474,14,15,0,0,41,0
12,2475,14,4,6,13,41,4
12,2476,10,15,10,4,51,0
12,2477,8,0,3,23,10,6
12,2478,1,8,5,1,20,1
12,2479,10,8,2,31,10,6
12,2480,12,6,2,3,0,1
12,2481,1,1,9,21,37,5
12,2482,0,9,7,19,20,3
12,2483,19,6,8,2,33,1
12,2484,4,8,6,0,20,1
12,2485,19,15,2,20,37,2
12,2486,9,10,11,26,10,6
12,2487,17,6,1,0,0,1
12,2488,7,3,13,8,10,4
12,2489,22,3,8,20,37,5
12,2490,0,12,2,23,37,2
12,2491,10,14,10,4,51,0
12,2492,19,4,6,12,41,4
12,2493,1,13,1,0,41,0
12,2494,7,13,1,0,41,0
12,2495,0,15,11,5,51,0
12,2496,17,2,14,8,10,4
12,2497,18,2,7,19,37,5
12,2498,18,2,7,17,37,5
12,2499,5,1,15,28,31,5
12,2500,19,13,1,21,37,2
12,2501,4,14,12,29,37,7
12,2502,17,12,2,20,37,2
12,2503,14,14,8,4,51,0
12,2504,17,1,9,21,37,5
12,2505,19,15,8,8,20,3
12,2506,4,13,2,20,37,2
12,2507,14,5,7,26,10,6
12,2508,19,15,9,7,51,0
12,2509,9,5,9,3,33,4
12,2510,3,7,7,19,37,5
12,2511,8,13,0,21,37,2
12,2512,5,8,2,30,10,6
12,2513,2,1,15,28,31,5
12,2514,7,1,9,20,37,5
12,2515,8,2,12,5,43,4
12,2516,13,5,10,1,33,4
12,2517,13,15,2,20,37,2
12,2518,12,13,8,19,10,3
12,2519,18,5,8,14,20,4
12,2520,8,3,11,5,43,4
12,2521,0,13,8,12,20,3
12,2522,7,14,12,29,37,7
12,2523,7,14,8,17,10,3
12,2524,13,4,2,15,33,2
12,2525,6,6,3,3,0,1
12,2526,21,5,11,14,20,4
12,2527,0,1,8,22,37,5
12,2528,10,13,1,3,41,0
12,2529,12,3,15,11,10,4
12,2530,0,15,13,31,37,7
12,2531,13,13,2,0,41,0
12,2532,4,15,15,28,37,7
12,2533,10,5,10,1,33,4
12,2534,10,13,0,21,37,2
12,2535,16,11,5,19,20,3
12,2536,11,8,2,30,10,6
12,2537,5,4,8,15,20,4
12,2538,4,7,1,2,0,1
12,2539,15,15,11,5,51,0
12,2540,11,8,12,5,51,4
12,2541,16,11,15,5,51,0
12,2542,8,6,6,27,10,6
12,2543,9,6,10,29,31,5
12,2544,22,4,5,3,20,1
12,2545,19,1,9,21,37,5
12,2546,4,10,7,31,20,3
12,2547,15,14,8,4,51,0
12,2548,1,14,8,23,10,6
12,2549,11,13,8,20,10,3
12,2550,4,12,9,8,20,3
12,2551,7,12,6,29,20,3
12,2552,7,13,1,21,37,2
12,2553,2,15,8,4,51,0
12,2554,8,1,9,21,37,5
12,2555,3,4,3,2,0,1
12,2556,4,6,10,29,31,5
12,2557,20,4,6,13,41,4
12,2558,5,11,5,19,20,3
12,2559,11,8,7,4,20,1
12,2560,8,7,11,31,31,5
12,2561,1,1,15,27,31,5
12,2562,19,11,6,18,20,3
12,2563,12,1,9,21,37,5
12,2564,10,13,8,23,10,6
12,2565,13,9,7,19,20,3
12,2566,15,7,6,2,20,1
12,2567,1,6,10,29,31,5
12,2568,17,7,5,26,10,6
12,2569,8,8,5,19,20,3
12,2570,10,6,11,29,31,5
12,2571,14,0,15,28,31,5
12,2572,11,3,13,8,10,4
12,2573,9,0,9,21,37,5
12,2574,6,6,8,3,33,4
12,2575,16,14,0,21,37,2
12,2576,20,9,8,27,10,6
12,2577,0,15,13,31,37,7
12,2578,16,7,8,31,31,5
12,2579,15,6,2,12,33,2
12,2580,22,6,8,1,33,1
12,2581,1,3,11,5,43,4
12,2582,4,6,5,3,20,1
12,2583,17,14,8,7,51,0
12,2584,7,7,1,2,0,1
12,2585,13,13,1,21,37,2
12,2586,3,12,9,0,51,0
12,2587,19,12,8,11,20,3
12,2588,3,13,8,19,10,3
12,2589,21,8,5,0,20,1
12,2590,10,9,1,31,10,6
12,2591,17,8,7,4,20,1
12,2592,20,2,5,16,37,5
12,2593,12,8,7,4,20,1
12,2594,9,8,6,0,20,1
12,2595,5,15,8,7,51,0
12,2596,12,4,8,15,20,4
12,2597,9,15,14,29,37,7
12,2598,12,3,15,31,31,5
12,2599,3,13,2,0,41,0
12,2600,13,12,1,3,41,0
12,2601,17,14,13,29,37,7
12,2602,3,11,11,27,10,6
12,2603,17,3,11,5,43,4
12,2604,18,4,4,0,20,1
12,2605,1,12,9,8,20,3
12,2606,11,6,9,3,33,4
12,2607,11,3,9,21,37,5
12,2608,4,11,6,29,20,3
12,2609,3,10,7,31,20,3
12,2610,7,2,13,4,43,4
12,2611,12,4,2,3,0,1
12,2612,20,3,9,21,37,5
12,2613,14,2,11,5,43,4
12,2614,8,6,8,30,31,5
12,2615,4,9,1,31,10,6
12,2616,7,13,1,21,37,2
12,2617,1,3,13,8,10,4
12,2618,17,4,6,11,41,4
12,2619,16,7,5,26,10,6
12,2620,22,13,0,21,37,2
12,2621,17,2,10,4,43,4
12,2622,1,14,8,7,51,0
12,2623,22,15,2,20,37,2
12,2624,5,14,0,21,37,2
12,2625,1,8,6,0,20,1
12,2626,1,12,6,29,20,3
12,2627,20,5,11,14,20,4
12,2628,22,2,13,10,10,4
12,2629,15,11,11,27,10,6
12,2630,14,1,1,21,10,6
12,2631,13,12,6,29,20,3
12,2632,8,13,9,22,10,6
12,2633,17,4,12,29,31,5
12,2634,18,2,12,5,43,4
12,2635,8,8,12,5,51,4
12,2636,3,11,11,27,10,6
12,2637,16,3,15,31,31,5
12,2638,3,15,11,5,51,0
12,2639,1,13,9,19,10,3
12,2640,10,11,3,28,10,6
12,2641,13,12,8,11,20,3
12,2642,13,11,7,30,20,3
12,2643,18,11,11,27,10,6
12,2644,17,7,9,30,31,5
12,2645,7,5,9,19,37,5
12,2646,0,7,10,28,31,5
12,2647,16,0,1,22,10,6
12,2648,8,1,6,19,37,5
12,2649,11,13,0,0,41,0
12,2650,9,0,14,29,31,5
12,2651,1,7,10,28,31,5
12,2652,22,6,7,12,41,4
12,2653,4,0,1,25,10,6
12,2654,11,6,11,29,31,5
12,2655,5,6,3,3,0,1
12,2656,15,3,12,4,43,4
12,2657,5,4,7,26,10,6
12,2658,13,10,8,27,10,6
12,2659,0,6,7,12,41,4
12,2660,18,1,8,22,37,5
12,2661,12,2,5,16,37,5
12,2662,19,6,2,12,33,2
12,2663,9,11,5,19,20,3
12,2664,12,2,13,10,10,4
12,2665,0,8,5,1,20,1
12,2666,15,7,5,26,10,6
12,2667,1,0,14,29,31,5
12,2668,3,9,7,19,20,3
12,2669,1,3,14,22,31,5
12,2670,11,7,2,2,0,1
12,2671,7,2,6,16,37,5
12,2672,0,9,11,25,10,6
12,2673,9,12,2,23,37,2
12,2674,18,12,6,29,20,3
12,2675,3,8,6,18,20,3
12,2676,3,7,3,3,0,1
12,2677,10,6,3,3,0,1
12,2678,7,8,6,3,20,1
12,2679,15,0,8,22,37,5
12,2680,10,1,9,21,37,5
12,2681,9,1,15,28,31,5
12,2682,14,6,3,0,0,1
12,2683,14,4,10,21,37,5
12,2684,7,10,4,10,41,2
12,2685,17,8,5,1,20,1
12,2686,19,11,11,27,10,6
